name,slug,reference,marque,rubrique,categorie,famille,description,features,specs,url_image1,url_image2,url_image3,url_image4,url_image5,price,sale_price,discount_percent,colors,sizes,stock,weight,badge,is_active,is_featured,is_new,is_bestseller,rating,reviews_count
EGLO 110012 - LED - LM_LED_E27,eglo-110012-led-lm-led-e27,110012,EGLO,ampoule,led,LM_LED_E27,"110012 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110012"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/11166-large_default/eglo-97261-applique-murale-bovolone.jpg,,,,,889.0,14.0,98,[],"[""standard""]",560,,-98%,True,False,False,False,0.0,0
EGLO 110101 - LED - LM_LED_E27,eglo-110101-led-lm-led-e27,110101,EGLO,ampoule,led,LM_LED_E27,"110101 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110101"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17035-large_default/eglo-110101-led-lmlede27.jpg,https://www.monluminaire.ma/17034-large_default/eglo-110101-led-lmlede27.jpg,,,,2689.0,14.0,99,[],"[""standard""]",295,,-99%,True,False,False,False,0.0,0
EGLO 110024 - LED - LM_LED_E27,eglo-110024-led-lm-led-e27,110024,EGLO,ampoule,led,LM_LED_E27,"110024 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110024"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17044-large_default/eglo-110024-led-lmlede27.jpg,,,,,3689.0,6.0,100,[],"[""standard""]",1263,,-100%,True,False,False,False,0.0,0
EGLO 110039 - LED - LM_LED_E27,eglo-110039-led-lm-led-e27,110039,EGLO,ampoule,led,LM_LED_E27,"110039 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110039"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17043-large_default/eglo-110039-led-lmlede27.jpg,,,,,3989.0,14.0,100,[],"[""standard""]",619,,-100%,True,False,False,False,0.0,0
EGLO 110109 - LED - LM_LED_E27,eglo-110109-led-lm-led-e27,110109,EGLO,ampoule,led,LM_LED_E27,"110109 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110109"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17033-large_default/eglo-110109-led-lmlede27.jpg,,,,,369.0,14.0,96,[],"[""standard""]",177,,-96%,True,False,False,False,0.0,0
EGLO 110111 - LED - LM_LED_E27,eglo-110111-led-lm-led-e27,110111,EGLO,ampoule,led,LM_LED_E27,"110111 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110111"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17032-large_default/eglo-110111-led-lmlede27.jpg,,,,,319.0,14.0,96,[],"[""standard""]",275,,-96%,True,False,False,False,0.0,0
EGLO 110112 - LED - LM_LED_E27,eglo-110112-led-lm-led-e27,110112,EGLO,ampoule,led,LM_LED_E27,"110112 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110112"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17031-large_default/eglo-110112-led-lmlede27.jpg,,,,,2689.0,14.0,99,[],"[""standard""]",446,,-99%,True,False,False,False,0.0,0
EGLO 110096 - LED - LM_LED_E27,eglo-110096-led-lm-led-e27,110096,EGLO,ampoule,led,LM_LED_E27,"110096 - LM_LED_E27, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110096"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17036-large_default/eglo-110096-led-lmlede27.jpg,,,,,319.0,14.0,96,[],"[""standard""]",208,,-96%,True,False,False,False,0.0,0
EGLO 110159 - LED - LM_LED_G4,eglo-110159-led-lm-led-g4,110159,EGLO,ampoule,led,LM_LED_G4,"110159 - LM_LED_G4, Ampoule de type led , du leader mondial du luminaire EGLO, garantie 2 ans. Ce luminaire possède un beau design avec une finition en . Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 2 ans"", ""Réseau E"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""2 ans"", ""Référence"": ""110159"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_G4"", ""Réseau"": ""E""}",https://www.monluminaire.ma/17030-large_default/eglo-110159-led-lmledg4.jpg,,,,,369.0,14.0,96,[],"[""standard""]",1137,,-96%,True,False,False,False,0.0,0
EGLO 11837 - LED - LM_LED_E27,eglo-11837-led-lm-led-e27,11837,EGLO,ampoule,led,LM_LED_E27,"EGLO 11837 - LM_LED_E27, ampoule de type led , du leader mondial du luminaire EGLO est garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11837"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""C""}",https://www.monluminaire.ma/11944-large_default/eglo-11837-led-lmlede27.jpg,,,,,2689.0,14.0,99,[],"[""standard""]",41,,-99%,True,False,False,False,0.0,0
EGLO 11496 - AMPOULE LED - LED_E14,eglo-11496-ampoule-led-led-e14,11496,EGLO,ampoule,led,LED_E14,"EGLO 11496 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11496"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""B""}",https://www.monluminaire.ma/9380-large_default/eglo-11496-ampoule-led-lede14.jpg,https://www.monluminaire.ma/15797-large_default/eglo-39756-suspension-skoura.jpg,,,,35280.0,6.0,100,[],"[""standard""]",31,,-100%,True,False,False,False,0.0,0
EGLO 11421 - AMPOULE LED - LED_E14,eglo-11421-ampoule-led-led-e14,11421,EGLO,ampoule,led,LED_E14,"EGLO 11421 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11421"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""B""}",https://www.monluminaire.ma/9367-large_default/eglo-11421-ampoule-led-lede14.jpg,,,,,5339.0,14.0,100,[],"[""standard""]",0,,-100%,True,False,False,False,0.0,0
EGLO 10766 - AMPOULE LED - LED_E14,eglo-10766-ampoule-led-led-e14,10766,EGLO,ampoule,led,LED_E14,"EGLO 10766 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""10766"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""C""}",https://www.monluminaire.ma/9363-large_default/eglo-10766-ampoule-led-lede14.jpg,,,,,3989.0,14.0,100,[],"[""standard""]",2,,-100%,True,False,False,False,0.0,0
EGLO 10793 - AMPOULE LED - LED_E14,eglo-10793-ampoule-led-led-e14,10793,EGLO,ampoule,led,LED_E14,"EGLO 10793 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""10793"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""C""}",https://www.monluminaire.ma/9365-large_default/eglo-10793-ampoule-led-lede14.jpg,,,,,5989.0,14.0,100,[],"[""standard""]",0,,-100%,True,False,False,False,0.0,0
EGLO 11499 - AMPOULE LED - LED_E14,eglo-11499-ampoule-led-led-e14,11499,EGLO,ampoule,led,LED_E14,"EGLO 11499 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11499"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""B""}",https://www.monluminaire.ma/9383-large_default/eglo-11499-ampoule-led-lede14.jpg,,,,,1389.0,6.0,100,[],"[""standard""]",0,,-100%,True,False,False,False,0.0,0
EGLO 11419 - AMPOULE LED - LED_E14,eglo-11419-ampoule-led-led-e14,11419,EGLO,ampoule,led,LED_E14,"EGLO 11419 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11419"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""B""}",https://www.monluminaire.ma/9366-large_default/eglo-11419-ampoule-led-lede14.jpg,https://www.monluminaire.ma/15818-large_default/eglo-98409-plafonnier-pastore-1.jpg,,,,35280.0,14.0,100,[],"[""standard""]",0,,-100%,True,False,False,False,0.0,0
EGLO 11838 - LED - LM_LED_E27,eglo-11838-led-lm-led-e27,11838,EGLO,ampoule,led,LM_LED_E27,"EGLO 11838 - LM_LED_E27, ampoule de type led , du leader mondial du luminaire EGLO est garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11838"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E27"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12135-large_default/eglo-11838-led-lmlede27.jpg,https://www.monluminaire.ma/12330-large_default/eglo-49744-suspension-vintage-townshend.jpg,,,,1389.0,14.0,99,[],"[""standard""]",265,,-99%,True,False,False,False,0.0,0
"EGLO 11512 - LED - LM_LED_GU5,3",eglo-11512-led-lm-led-gu53,11512,EGLO,ampoule,led,"LM_LED_GU5,3","EGLO 11512 - LM_LED_GU5,3, ampoule de type led , du leader mondial du luminaire EGLO est garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11512"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_GU5,3"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12147-large_default/eglo-11512-led-lmledgu53.jpg,,,,,2689.0,14.0,99,[],"[""standard""]",71,,-99%,True,False,False,False,0.0,0
EGLO 11539 - LED - LM_LED_GU10,eglo-11539-led-lm-led-gu10,11539,EGLO,ampoule,led,LM_LED_GU10,"EGLO 11539 - LM_LED_GU10, ampoule de type led , du leader mondial du luminaire EGLO est garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau C"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11539"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_GU10"", ""Réseau"": ""C""}",https://www.monluminaire.ma/12158-large_default/eglo-11539-led-lmledgu10.jpg,,,,,12989.0,14.0,100,[],"[""standard""]",1,,-100%,True,False,False,False,0.0,0
EGLO 11422 - AMPOULE LED - LED_E14,eglo-11422-ampoule-led-led-e14,11422,EGLO,ampoule,led,LED_E14,"EGLO 11422 - LED_E14, ampoule de type led, du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau B"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11422"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LED_E14"", ""Réseau"": ""B""}",https://www.monluminaire.ma/9368-large_default/eglo-11422-ampoule-led-lede14.jpg,https://www.monluminaire.ma/9565-large_default/eglo-39094-lustre-chandelier-basilano.jpg,,,,6989.0,6.0,100,[],"[""standard""]",0,,-100%,True,False,False,False,0.0,0
"EGLO 11439 - LED - LM_LED_GU5,3",eglo-11439-led-lm-led-gu53,11439,EGLO,ampoule,led,"LM_LED_GU5,3","EGLO 11439 - LM_LED_GU5,3, ampoule de type led , du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau Inactif"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""11439"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_GU5,3"", ""Réseau"": ""Inactif""}",https://www.monluminaire.ma/12961-large_default/eglo-11439-led-lmledgu53.jpg,,,,,2689.0,14.0,99,[],"[""standard""]",27,,-99%,True,False,False,False,0.0,0
"EGLO 12753 - LED - LM_LED_GU5,3",eglo-12753-led-lm-led-gu53,12753,EGLO,ampoule,led,"LM_LED_GU5,3","EGLO 12753 - LM_LED_GU5,3, ampoule de type led , du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau Inactif"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""12753"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_GU5,3"", ""Réseau"": ""Inactif""}",https://www.monluminaire.ma/12962-large_default/eglo-12753-led-lmledgu53.jpg,,,,,389.0,14.0,96,[],"[""standard""]",0,,-96%,True,False,False,False,0.0,0
EGLO 12725 - LED - LM_LED_E14,eglo-12725-led-lm-led-e14,12725,EGLO,ampoule,led,LM_LED_E14,"EGLO 12725 - LM_LED_E14, ampoule de type led , du leader mondial du luminaire EGLO, garantie 5 ans. Vous pouvez l'acheter ici à un prix avantageux.","[""Garantie 5 ans"", ""Réseau Inactif"", ""Livraison partout au Maroc"", ""Service après vente"", ""Garantie assurée""]","{""Garantie"": ""5 ans"", ""Référence"": ""12725"", ""Marque"": ""EGLO"", ""Rubrique"": ""ampoule"", ""Catégorie"": ""led"", ""Nom de famille"": ""LM_LED_E14"", ""Réseau"": ""Inactif""}",https://www.monluminaire.ma/12963-large_default/eglo-12725-led-lmlede14.jpg,,,,,319.0,6.0,98,[],"[""standard""]",0,,-98%,True,False,False,False,0.0,0
