id,name,slug,reference,marque,rubrique,categorie,famille,description,url_image1,url_image2,url_image3,url_image4,url_image5,price,colors,sizes,stock,weight,badge,is_active,is_featured,is_new,is_bestseller,rating,reviews_count,created_at,updated_at,category_id,subcategory_id,care_instructions,origin_country,collection_name,seo_title,seo_description,price_wholesale,wholesale_min_qty,is_available_on_site
11,Lustre design contemporain,lustre-design-contemporain,7302,,Luminaires,Luminaires,,"Ce lustre suspendu au design contemporain est une pièce unique alliant élégance et modernité, idéal pour éclairer avec style le salon, la salle à manger ou un espace de réception. Composé de branches sculpturales en finition dorée, il supporte de multiples ampoules qui diffusent une lumière chaleureuse et accueillante. Sa structure originale en métal et ses éléments en verre coloré apportent une touche d'art et de décoration à votre intérieur. Parfait pour une ambiance raffinée, ce luminaire mettra en valeur les espaces résidentiels ou commerciaux modernes, tout en offrant une lumière diffuse harmonieuse.",backend/uploads/products/photo-2026-06-08-15-42-17-4.jpg,,,,,750.00,"[""Jaune"",""Noir""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
12,Lustre en cristal à design moderne,lustre-en-cristal-a-design-moderne,9028/40,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre en cristal doté de multiples pendentifs en verre transparent diffuse une lumière chaleureuse et élégante. Son design contemporain avec une structure en finition dorée apportera une touche sophistiquée et raffinée à votre salon, salle à manger ou entrée. Son effet brillant et sa configuration en couches créent une ambiance lumineuse et décorative idéale pour un intérieur moderne ou classique. Son installation dans une pièce spacieuse permettra d'accentuer l’aspect luxueux et la beauté du cristal, en faisant un véritable point focal qui combine fonctionnalité et décoration.",backend/uploads/products/photo-2026-06-08-15-42-18-2.jpg,,,,,480.00,"[""Doré"",""Transparent""]","[""40""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
13,Lustre en cristal à design moderne,lustre-en-cristal-a-design-moderne-2,9028/60,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre en cristal doté de multiples pendentifs en verre transparent diffuse une lumière chaleureuse et élégante. Son design contemporain avec une structure en finition dorée apportera une touche sophistiquée et raffinée à votre salon, salle à manger ou entrée. Son effet brillant et sa configuration en couches créent une ambiance lumineuse et décorative idéale pour un intérieur moderne ou classique. Son installation dans une pièce spacieuse permettra d'accentuer l’aspect luxueux et la beauté du cristal, en faisant un véritable point focal qui combine fonctionnalité et décoration.",backend/uploads/products/photo-2026-06-08-15-42-18-2.jpg,,,,,580.00,"[""Doré"",""Transparent""]","[""60""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
14,Lustre en cristaux doré,lustre-en-cristau-dore,81025/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres en cristaux,"Ce lustre suspendu ornemente votre espace avec son design élégant et ses cristaux étincelants. Sa structure en métal doré, combinée à ses chaînes de cristaux transparents et ses détails en verre, crée une pièce sophistiquée idéale pour un salon, une salle à manger ou une entrée de style marocain contemporain. Il diffuse une lumière chaleureuse et raffinée, amplifiée par les jeux de reflets des cristaux, apportant une ambiance luxueuse et accueillante à votre intérieur.",backend/uploads/products/photo-2026-06-08-15-42-18-3.jpg,,,,,3950.00,"[""Doré"",""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
15,Lustre en cristaux doré,lustre-en-cristau-dore-2,81025/80,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres en cristaux,"Ce lustre suspendu ornemente votre espace avec son design élégant et ses cristaux étincelants. Sa structure en métal doré, combinée à ses chaînes de cristaux transparents et ses détails en verre, crée une pièce sophistiquée idéale pour un salon, une salle à manger ou une entrée de style marocain contemporain. Il diffuse une lumière chaleureuse et raffinée, amplifiée par les jeux de reflets des cristaux, apportant une ambiance luxueuse et accueillante à votre intérieur.",backend/uploads/products/photo-2026-06-08-15-42-18-3.jpg,,,,,5800.00,"[""Doré"",""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
16,Lustre décoratif en cristal et métal doré,lustre-decoratif-en-cristal-et-metal-dore,95407,,Décoration,Arts décoratifs,Lustres et suspensions,"Ce lustre élégant combine des éléments en cristal transparent avec une structure en métal doré, créant une pièce sophistiquée idéale pour valoriser un espace de réception ou une salle à manger. Sa conception moderne et raffinée diffuse une lumière chaleureuse, apportant une ambiance luxueuse et conviviale. Parfait pour des intérieurs marocains contemporains ou classiques, il devient un point focal qui sublime la décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-42-18-4.jpg,,,,,950.00,"[""Transparent"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
17,Lustre suspendu en cristal doré 40cm,lustre-suspendu-en-cristal-dore-40cm,7001/40,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-42-18-5.jpg,,,,,480.00,"[""Doré"",""Cristal""]","[""40cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
18,Lustre suspendu en cristal doré 60cm,lustre-suspendu-en-cristal-dore-60cm,7001/60,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-42-18-5.jpg,,,,,650.00,"[""Doré"",""Cristal""]","[""60cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
19,Lustre suspendu en cristal doré 80cm,lustre-suspendu-en-cristal-dore-80cm,7001/80,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-42-18-5.jpg,,,,,1050.00,"[""Doré"",""Cristal""]","[""80cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
20,Lustre suspendu en cristal doré 100cm,lustre-suspendu-en-cristal-dore-100cm,7001/100,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-42-18-5.jpg,,,,,1450.00,"[""Doré"",""Cristal""]","[""100cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
21,Lustre suspendu en cristal doré 120cm,lustre-suspendu-en-cristal-dore-120cm,7001/120,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu au design sophistiqué combine des éléments en cristal clair avec une finition dorée, apportant une élégance raffinée à tout espace intérieur. Ses multiples sources lumineuses diffusent une lumière chaleureuse et élégante, idéale pour le salon, la salle à manger ou une entrée somptueuse. Avec sa structure métallique dorée ornée de détails en cristal, il devient un élément décoratif central qui rehausse l'ambiance et le style de votre intérieur marocain contemporain ou classique.",backend/uploads/products/photo-2026-06-08-15-42-18-5.jpg,,,,,1100.00,"[""Doré"",""Cristal""]","[""120cm""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
22,Lustre en cristal et finition dorée,lustre-en-cristal-et-finition-doree,7036,,Luminaires > Luminaires suspendus > Lustres,,,"Ce lustre orné de nombreux cristaux suspendus offre un style sophistiqué et brillant, idéal pour embellir un salon ou une salle à manger. Sa structure en métal doré et ses multiples pendentifs en cristal diffusent une lumière éclatante et créent une ambiance élégante dans votre intérieur. Parfait pour une décoration raffinée, il s’intègre harmonieusement dans des espaces dédiés à la réception ou à la détente.",backend/uploads/products/photo-2026-06-08-15-42-18-6.jpg,,,,,580.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
23,Lustre chandelier à cristaux suspendus en finition dorée,lustre-chandelier-a-cristau-suspendus-en-finition-doree,7003,,Mobilier,Luminaires suspendus,Lustre,"Ce lustre chandelier allie élégance et brillance avec ses nombreux cristaux suspendus qui diffusent une lumière chaleureuse. Son design sophistiqué en finition dorée en fait un choix idéal pour illuminer et décorer un salon ou une salle à manger. La structure en métal doré soutient plusieurs bras où sont fixés les cristaux, créant un effet scintillant lorsqu'il est allumé. Parfait pour ajouter une touche de luxe à un intérieur marocain contemporain ou classique, ce luminaire devient le point central de votre espace de réception ou de votre pièce principale.",backend/uploads/products/photo-2026-06-08-15-42-18-7.jpg,,,,,480.00,"[""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
24,Lustre chandelier à cristaux suspendus en finition dorée,lustre-chandelier-a-cristau-suspendus-en-finition-doree-2,7003/60,,Mobilier,Luminaires suspendus,Lustre,"Ce lustre chandelier allie élégance et brillance avec ses nombreux cristaux suspendus qui diffusent une lumière chaleureuse. Son design sophistiqué en finition dorée en fait un choix idéal pour illuminer et décorer un salon ou une salle à manger. La structure en métal doré soutient plusieurs bras où sont fixés les cristaux, créant un effet scintillant lorsqu'il est allumé. Parfait pour ajouter une touche de luxe à un intérieur marocain contemporain ou classique, ce luminaire devient le point central de votre espace de réception ou de votre pièce principale.",backend/uploads/products/photo-2026-06-08-15-42-18-7.jpg,,,,,650.00,"[""Doré""]","[""60""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
25,Lustre chandelier à cristaux suspendus en finition dorée,lustre-chandelier-a-cristau-suspendus-en-finition-doree-3,7003/80,,Mobilier,Luminaires suspendus,Lustre,"Ce lustre chandelier allie élégance et brillance avec ses nombreux cristaux suspendus qui diffusent une lumière chaleureuse. Son design sophistiqué en finition dorée en fait un choix idéal pour illuminer et décorer un salon ou une salle à manger. La structure en métal doré soutient plusieurs bras où sont fixés les cristaux, créant un effet scintillant lorsqu'il est allumé. Parfait pour ajouter une touche de luxe à un intérieur marocain contemporain ou classique, ce luminaire devient le point central de votre espace de réception ou de votre pièce principale.",backend/uploads/products/photo-2026-06-08-15-42-18-7.jpg,,,,,1050.00,"[""Doré""]","[""80""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
26,Lustre chandelier à cristaux suspendus en finition dorée,lustre-chandelier-a-cristau-suspendus-en-finition-doree-4,7003/100,,Mobilier,Luminaires suspendus,Lustre,"Ce lustre chandelier allie élégance et brillance avec ses nombreux cristaux suspendus qui diffusent une lumière chaleureuse. Son design sophistiqué en finition dorée en fait un choix idéal pour illuminer et décorer un salon ou une salle à manger. La structure en métal doré soutient plusieurs bras où sont fixés les cristaux, créant un effet scintillant lorsqu'il est allumé. Parfait pour ajouter une touche de luxe à un intérieur marocain contemporain ou classique, ce luminaire devient le point central de votre espace de réception ou de votre pièce principale.",backend/uploads/products/photo-2026-06-08-15-42-18-7.jpg,,,,,1350.00,"[""Doré""]","[""100""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
27,Lustre chandelier à cristaux suspendus en finition dorée,lustre-chandelier-a-cristau-suspendus-en-finition-doree-5,7003/120L,,Mobilier,Luminaires suspendus,Lustre,"Ce lustre chandelier allie élégance et brillance avec ses nombreux cristaux suspendus qui diffusent une lumière chaleureuse. Son design sophistiqué en finition dorée en fait un choix idéal pour illuminer et décorer un salon ou une salle à manger. La structure en métal doré soutient plusieurs bras où sont fixés les cristaux, créant un effet scintillant lorsqu'il est allumé. Parfait pour ajouter une touche de luxe à un intérieur marocain contemporain ou classique, ce luminaire devient le point central de votre espace de réception ou de votre pièce principale.",backend/uploads/products/photo-2026-06-08-15-42-18-7.jpg,,,,,1280.00,"[""Doré""]","[""120L""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
28,Lustre en cristal,lustre-en-cristal,7006,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu en cristal présente un design élégant et sophistiqué, avec de nombreuses pendeloques en cristal qui diffusent la lumière de manière chaleureuse et raffinée. Son style classique et luxueux en fait une pièce idéale pour embellir un séjour, une salle à manger ou une entrée, apportant une ambiance sophistiquée et originale. Facile à intégrer dans un intérieur marocain contemporain ou traditionnel, ce luminaire valorise l’espace avec sa brillance et son élégance.",backend/uploads/products/photo-2026-06-08-15-42-18.jpg,,,,,1050.00,"[""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
29,Lustre décoratif moderne en métal chromé avec libellules en verre,lustre-decoratif-moderne-en-metal-chrome-avec-libellules-en-verre,5012,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce chandelier contemporain en métal chromé possède de multiples libellules en forme de goutte d'eau qui reflètent la lumière, créant une ambiance élégante et moderne dans le salon ou la salle à manger. Son design brillant et orné apporte une touche de sophistication et de style à toute pièce intérieure, idéale pour sublimer une ambiance raffinée.",backend/uploads/products/photo-2026-06-08-15-42-19-2.jpg,,,,,480.00,"[""Argenté""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
30,Lustre cristal design contemporain,lustre-cristal-design-contemporain,3029/40,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu en cristal d'une élégance intemporelle est idéal pour illuminer un espace de réception ou un séjour. Son design contemporain est composé de multiples pendentifs en cristal qui diffusent une lumière brillante et homogène, créant une ambiance chaleureuse et raffinée. Parfait pour un intérieur moderne ou classique, il apporte une touche de luxe et de sophistication à votre décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-42-19-3.jpg,,,,,690.00,"[""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
31,Lustre cristal design contemporain,lustre-cristal-design-contemporain-2,3029/60,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu en cristal d'une élégance intemporelle est idéal pour illuminer un espace de réception ou un séjour. Son design contemporain est composé de multiples pendentifs en cristal qui diffusent une lumière brillante et homogène, créant une ambiance chaleureuse et raffinée. Parfait pour un intérieur moderne ou classique, il apporte une touche de luxe et de sophistication à votre décoration intérieure.",backend/uploads/products/photo-2026-06-08-15-42-19-3.jpg,,,,,1150.00,"[""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
32,lustre cristal doré,lustre-cristal-dore,6089,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu élégant en finition dorée est ornée de multiples cristaux transparents qui diffusent une lumière chaleureuse et raffinée. Son design sophistiqué s'intègre parfaitement dans un séjour ou une salle à manger d'intérieur marocain contemporain, apportant une touche de luxe et une ambiance lumineuse agréable. Sa structure métallique dorée met en valeur les cristaux, créant un jeu de reflets et d'éclats pour illuminer vos espaces avec élégance.",backend/uploads/products/photo-2026-06-08-15-42-19-5.jpg,,,,,1250.00,"[""Doré"",""Transparent""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
33,Lustre en cristal,lustre-en-cristal-2,6126,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Luminaires suspendus,"Ce lustre en cristal allie élégance et brillance avec ses multiples pendeloques en verre facetté disposées en forme florale, monté sur une structure métallique dorée. Son design sophistiqué apporte une touche de luxe et de lumière chaleureuse à un espace de vie ou une salle à manger, créant une ambiance raffinée et accueillante. Parfait pour une pièce de réception ou un plafond haut, ce luminaire est idéal pour sublimer une décoration classique ou contemporaine avec un esprit de glamour.",backend/uploads/products/photo-2026-06-08-15-42-19-6.jpg,,,,,850.00,"[""Transparent"",""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
34,Lustre en cristal,lustre-en-cristal-3,6126/6,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Luminaires suspendus,"Ce lustre en cristal allie élégance et brillance avec ses multiples pendeloques en verre facetté disposées en forme florale, monté sur une structure métallique dorée. Son design sophistiqué apporte une touche de luxe et de lumière chaleureuse à un espace de vie ou une salle à manger, créant une ambiance raffinée et accueillante. Parfait pour une pièce de réception ou un plafond haut, ce luminaire est idéal pour sublimer une décoration classique ou contemporaine avec un esprit de glamour.",backend/uploads/products/photo-2026-06-08-15-42-19-6.jpg,,,,,650.00,"[""Transparent"",""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
35,Lustre suspendu en cristal au design contemporain,lustre-suspendu-en-cristal-au-design-contemporain-2,3826,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustre,"Ce lustre suspendu se distingue par ses multiples éléments en cristal qui évoquent des fleurs ou des coquilles, fixés sur un cadre en métal doré. Son style moderne et élégant convient parfaitement pour embellir un salon, une salle à manger ou un hall d'entrée, apportant une luminosité raffinée et une touche de luxe à l'espace intérieur.",backend/uploads/products/photo-2026-06-08-15-42-19-8.jpg,,,,,2850.00,"[""Cristal"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
36,Lustre en cristal transparent et doré avec design élégant,lustre-en-cristal-transparent-et-dore-avec-design-elegant,9841,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu en cristal raffiné présente une chaîne élégante de cristaux brillants qui diffuse une lumière chaleureuse et scintillante. Son design sophistiqué ajoute une touche d'élégance et de luxe à l'espace de vie, idéal pour une salle à manger ou un salon destiné à recevoir. Facile à intégrer dans un intérieur moderne ou classique, ce lustre crée une ambiance lumineuse et décorative unique. Son cadre métallique doré valorise la transparence et la brillance des cristaux, permettant d'apporter une atmosphère chaleureuse et raffinée dans votre intérieur marocain.",backend/uploads/products/photo-2026-06-08-15-42-19.jpg,,,,,1450.00,"[""Transparent"",""Doré""]","[""80×35""]",0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
37,Lustre suspendu tendance en métal doré et blanc,lustre-suspendu-tendance-en-metal-dore-et-blanc,Y097/5,,Luminaires > Luminaires suspendus > Lustres,Luminaires,Lustres,"Ce lustre suspendu design combine des éléments en finition dorée et blanche, apportant une touche moderne et élégante à tout espace intérieur. Son style contemporain avec ses longues tiges dorées crée une ambiance sophistiquée, idéale pour embellir un salon, une salle à manger ou une entrée. Il diffuse une lumière chaleureuse et uniforme, sublimant la décoration de votre intérieur en apportant un éclairage d'ambiance raffiné.",backend/uploads/products/photo-2026-06-08-15-47-01-2.jpg,,,,,580.00,"[""Blanc"",""Doré""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
38,Lustre moderne en cristal et métal doré,lustre-moderne-en-cristal-et-metal-dore,L021/5,,Luminaires > Luminaires suspendus > Lustres,Luminaires,,"Ce lustre suspendu se distingue par son design moderne et élégant, combinant des éléments en cristal clair et un fini doré sophistiqué. Sa structure se compose de plusieurs abat-jours fins et allongés, diffusions lumineuses relaxantes pour créer une ambiance chaleureuse dans un salon, une salle à manger ou une entrée. Son style contemporain et sa finition brillante apportent une touche de luxe et de modernité à tout intérieur marocain contemporain, parfait pour rehausser la décoration intérieure avec une lumière douce et un impact visuel remarquable.",backend/uploads/products/photo-2026-06-08-15-47-01-3.jpg,,,,,850.00,"[""Orange""]",[],0,,,true,false,false,false,0,0,,,,,,Chine,,,,,,true
