json_file,source_file,cleaned_file,reference,name,field,reason
PHOTO-2026-06-08-15-42-17.json,PHOTO-2026-06-08-15-42-17.jpg,photo-2026-06-08-15-42-17.jpg,7302,Lustre suspendu en verre coloré avec structure dorée,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-17 4.json / PHOTO-2026-06-08-15-42-17 4.jpg
PHOTO-2026-06-08-15-42-18 4.json,PHOTO-2026-06-08-15-42-18 4.jpg,photo-2026-06-08-15-42-18-4.jpg,95407,Lustre décoratif en cristal et métal doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18 4.json / PHOTO-2026-06-08-15-42-18 4.jpg
PHOTO-2026-06-08-15-42-18 4.json,PHOTO-2026-06-08-15-42-18 4.jpg,photo-2026-06-08-15-42-18-4.jpg,95407,Lustre décoratif en cristal et métal doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18 4.json / PHOTO-2026-06-08-15-42-18 4.jpg
PHOTO-2026-06-08-15-42-18 6.json,PHOTO-2026-06-08-15-42-18 6.jpg,photo-2026-06-08-15-42-18-6.jpg,7036,Lustre en cristal et finition dorée,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18 6.json / PHOTO-2026-06-08-15-42-18 6.jpg
PHOTO-2026-06-08-15-42-18 6.json,PHOTO-2026-06-08-15-42-18 6.jpg,photo-2026-06-08-15-42-18-6.jpg,7036,Lustre en cristal et finition dorée,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18 6.json / PHOTO-2026-06-08-15-42-18 6.jpg
PHOTO-2026-06-08-15-42-18 6.json,PHOTO-2026-06-08-15-42-18 6.jpg,photo-2026-06-08-15-42-18-6.jpg,7036,Lustre en cristal et finition dorée,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18 6.json / PHOTO-2026-06-08-15-42-18 6.jpg
PHOTO-2026-06-08-15-42-18.json,PHOTO-2026-06-08-15-42-18.jpg,photo-2026-06-08-15-42-18.jpg,7006,Lustre en cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18.json / PHOTO-2026-06-08-15-42-18.jpg
PHOTO-2026-06-08-15-42-18.json,PHOTO-2026-06-08-15-42-18.jpg,photo-2026-06-08-15-42-18.jpg,7006,Lustre en cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-18.json / PHOTO-2026-06-08-15-42-18.jpg
PHOTO-2026-06-08-15-42-19 2.json,PHOTO-2026-06-08-15-42-19 2.jpg,photo-2026-06-08-15-42-19-2.jpg,5012,Lustre décoratif moderne en métal chromé avec libellules en verre,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 2.json / PHOTO-2026-06-08-15-42-19 2.jpg
PHOTO-2026-06-08-15-42-19 2.json,PHOTO-2026-06-08-15-42-19 2.jpg,photo-2026-06-08-15-42-19-2.jpg,5012,Lustre décoratif moderne en métal chromé avec libellules en verre,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 2.json / PHOTO-2026-06-08-15-42-19 2.jpg
PHOTO-2026-06-08-15-42-19 2.json,PHOTO-2026-06-08-15-42-19 2.jpg,photo-2026-06-08-15-42-19-2.jpg,5012,Lustre décoratif moderne en métal chromé avec libellules en verre,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 2.json / PHOTO-2026-06-08-15-42-19 2.jpg
PHOTO-2026-06-08-15-42-19 4.json,PHOTO-2026-06-08-15-42-19 4.jpg,photo-2026-06-08-15-42-19-4.jpg,5018,Plafonnier en cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-16 2.json / PHOTO-2026-06-08-15-42-16 2.jpg
PHOTO-2026-06-08-15-42-19 5.json,PHOTO-2026-06-08-15-42-19 5.jpg,photo-2026-06-08-15-42-19-5.jpg,6089,lustre cristal doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 5.json / PHOTO-2026-06-08-15-42-19 5.jpg
PHOTO-2026-06-08-15-42-19 7.json,PHOTO-2026-06-08-15-42-19 7.jpg,photo-2026-06-08-15-42-19-7.jpg,6126,Lustre en cristal élégant,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 6.json / PHOTO-2026-06-08-15-42-19 6.jpg
PHOTO-2026-06-08-15-42-19 7.json,PHOTO-2026-06-08-15-42-19 7.jpg,photo-2026-06-08-15-42-19-7.jpg,6126,Lustre en cristal élégant,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19 6.json / PHOTO-2026-06-08-15-42-19 6.jpg
PHOTO-2026-06-08-15-42-19.json,PHOTO-2026-06-08-15-42-19.jpg,photo-2026-06-08-15-42-19.jpg,9841,Lustre en cristal transparent et doré avec design élégant,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-42-19.json / PHOTO-2026-06-08-15-42-19.jpg
PHOTO-2026-06-08-15-47-01 3.json,PHOTO-2026-06-08-15-47-01 3.jpg,photo-2026-06-08-15-47-01-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-02 2.json,PHOTO-2026-06-08-15-47-02 2.jpg,photo-2026-06-08-15-47-02-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-02 5.json,PHOTO-2026-06-08-15-47-02 5.jpg,photo-2026-06-08-15-47-02-5.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-02 6.json,PHOTO-2026-06-08-15-47-02 6.jpg,photo-2026-06-08-15-47-02-6.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-02 6.json,PHOTO-2026-06-08-15-47-02 6.jpg,photo-2026-06-08-15-47-02-6.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-03 2.json,PHOTO-2026-06-08-15-47-03 2.jpg,photo-2026-06-08-15-47-03-2.jpg,5584,,name,Nom du produit absent.
PHOTO-2026-06-08-15-47-03 3.json,PHOTO-2026-06-08-15-47-03 3.jpg,photo-2026-06-08-15-47-03-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-03 3.json,PHOTO-2026-06-08-15-47-03 3.jpg,photo-2026-06-08-15-47-03-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-03.json,PHOTO-2026-06-08-15-47-03.jpg,photo-2026-06-08-15-47-03.jpg,Y090/5,Lustre contemporain à tubes lumineux en métal et verre,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-01 4.json / PHOTO-2026-06-08-15-47-01 4.jpg
PHOTO-2026-06-08-15-47-04 5.json,PHOTO-2026-06-08-15-47-04 5.jpg,photo-2026-06-08-15-47-04-5.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-04.json,PHOTO-2026-06-08-15-47-04.jpg,photo-2026-06-08-15-47-04.jpg,194,Lustre moderne avec abat-jours en forme de dôme,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-04.json / PHOTO-2026-06-08-15-47-04.jpg
PHOTO-2026-06-08-15-47-04.json,PHOTO-2026-06-08-15-47-04.jpg,photo-2026-06-08-15-47-04.jpg,194,Lustre moderne avec abat-jours en forme de dôme,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-04.json / PHOTO-2026-06-08-15-47-04.jpg
PHOTO-2026-06-08-15-47-04.json,PHOTO-2026-06-08-15-47-04.jpg,photo-2026-06-08-15-47-04.jpg,194,Lustre moderne avec abat-jours en forme de dôme,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-04.json / PHOTO-2026-06-08-15-47-04.jpg
PHOTO-2026-06-08-15-47-05 3.json,PHOTO-2026-06-08-15-47-05 3.jpg,photo-2026-06-08-15-47-05-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-05.json,PHOTO-2026-06-08-15-47-05.jpg,photo-2026-06-08-15-47-05.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-06 2.json,PHOTO-2026-06-08-15-47-06 2.jpg,photo-2026-06-08-15-47-06-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-06 4.json,PHOTO-2026-06-08-15-47-06 4.jpg,photo-2026-06-08-15-47-06-4.jpg,233,,name,Nom du produit absent.
PHOTO-2026-06-08-15-47-06 4.json,PHOTO-2026-06-08-15-47-06 4.jpg,photo-2026-06-08-15-47-06-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-06 4.json,PHOTO-2026-06-08-15-47-06 4.jpg,photo-2026-06-08-15-47-06-4.jpg,,,warning,"Référence non complètement lisible pour le second produit, vérifiez le dans le fichier source."
PHOTO-2026-06-08-15-47-06.json,PHOTO-2026-06-08-15-47-06.jpg,photo-2026-06-08-15-47-06.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-07 3.json,PHOTO-2026-06-08-15-47-07 3.jpg,photo-2026-06-08-15-47-07-3.jpg,L004,Lustre contemporain à ampoules cylindriques,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-07 3.json / PHOTO-2026-06-08-15-47-07 3.jpg
PHOTO-2026-06-08-15-47-08 2.json,PHOTO-2026-06-08-15-47-08 2.jpg,photo-2026-06-08-15-47-08-2.jpg,,Lustre suspendu design en boulettes en verre facetté et éléments métalliques dorés,reference,Référence absente.
PHOTO-2026-06-08-15-47-08 2.json,PHOTO-2026-06-08-15-47-08 2.jpg,photo-2026-06-08-15-47-08-2.jpg,,Lustre suspendu design en boulettes en verre facetté et éléments métalliques dorés,reference,Référence absente.
PHOTO-2026-06-08-15-47-08 3.json,PHOTO-2026-06-08-15-47-08 3.jpg,photo-2026-06-08-15-47-08-3.jpg,L028/6,Lustre suspendu en cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-08 3.json / PHOTO-2026-06-08-15-47-08 3.jpg
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-08.json,PHOTO-2026-06-08-15-47-08.jpg,photo-2026-06-08-15-47-08.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-09 2.json,PHOTO-2026-06-08-15-47-09 2.jpg,photo-2026-06-08-15-47-09-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-09 3.json,PHOTO-2026-06-08-15-47-09 3.jpg,photo-2026-06-08-15-47-09-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-09 4.json,PHOTO-2026-06-08-15-47-09 4.jpg,photo-2026-06-08-15-47-09-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-09.json,PHOTO-2026-06-08-15-47-09.jpg,photo-2026-06-08-15-47-09.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-10 2.json,PHOTO-2026-06-08-15-47-10 2.jpg,photo-2026-06-08-15-47-10-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-10 3.json,PHOTO-2026-06-08-15-47-10 3.jpg,photo-2026-06-08-15-47-10-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-10 4.json,PHOTO-2026-06-08-15-47-10 4.jpg,photo-2026-06-08-15-47-10-4.jpg,L012/13,Lustre suspendu décoratif en métal doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-10 4.json / PHOTO-2026-06-08-15-47-10 4.jpg
PHOTO-2026-06-08-15-47-10 5.json,PHOTO-2026-06-08-15-47-10 5.jpg,photo-2026-06-08-15-47-10-5.jpg,6605,6605/8+8 - Lustre cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-10 5.json / PHOTO-2026-06-08-15-47-10 5.jpg
PHOTO-2026-06-08-15-47-10 7.json,PHOTO-2026-06-08-15-47-10 7.jpg,photo-2026-06-08-15-47-10-7.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-47-10 7.json,PHOTO-2026-06-08-15-47-10 7.jpg,photo-2026-06-08-15-47-10-7.jpg,,,warning,Aucune référence supplémentaire ou unclear détectée.
PHOTO-2026-06-08-15-47-11 2.json,PHOTO-2026-06-08-15-47-11 2.jpg,photo-2026-06-08-15-47-11-2.jpg,4024,Horloge murale en métal doré et noir,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 2.json / PHOTO-2026-06-08-15-47-11 2.jpg
PHOTO-2026-06-08-15-47-11 3.json,PHOTO-2026-06-08-15-47-11 3.jpg,photo-2026-06-08-15-47-11-3.jpg,4026,Cadre lumineux décoratif rectangulaire,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 3.json / PHOTO-2026-06-08-15-47-11 3.jpg
PHOTO-2026-06-08-15-47-11 3.json,PHOTO-2026-06-08-15-47-11 3.jpg,photo-2026-06-08-15-47-11-3.jpg,4026,Cadre lumineux décoratif rectangulaire,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 3.json / PHOTO-2026-06-08-15-47-11 3.jpg
PHOTO-2026-06-08-15-47-11 3.json,PHOTO-2026-06-08-15-47-11 3.jpg,photo-2026-06-08-15-47-11-3.jpg,4026,Cadre lumineux décoratif rectangulaire,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 3.json / PHOTO-2026-06-08-15-47-11 3.jpg
PHOTO-2026-06-08-15-47-11 3.json,PHOTO-2026-06-08-15-47-11 3.jpg,photo-2026-06-08-15-47-11-3.jpg,4026,Cadre lumineux décoratif rectangulaire,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 3.json / PHOTO-2026-06-08-15-47-11 3.jpg
PHOTO-2026-06-08-15-47-11 3.json,PHOTO-2026-06-08-15-47-11 3.jpg,photo-2026-06-08-15-47-11-3.jpg,4026,Cadre lumineux décoratif rectangulaire,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-47-11 3.json / PHOTO-2026-06-08-15-47-11 3.jpg
PHOTO-2026-06-08-15-47-11.json,PHOTO-2026-06-08-15-47-11.jpg,photo-2026-06-08-15-47-11.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-00 4.json,PHOTO-2026-06-08-15-49-00 4.jpg,photo-2026-06-08-15-49-00-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-01 3.json,PHOTO-2026-06-08-15-49-01 3.jpg,photo-2026-06-08-15-49-01-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-01 4.json,PHOTO-2026-06-08-15-49-01 4.jpg,photo-2026-06-08-15-49-01-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-01.json,PHOTO-2026-06-08-15-49-01.jpg,photo-2026-06-08-15-49-01.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-03 2.json,PHOTO-2026-06-08-15-49-03 2.jpg,photo-2026-06-08-15-49-03-2.jpg,0145,Lustre suspendu en verre beige,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-01 2.json / PHOTO-2026-06-08-15-49-01 2.jpg
PHOTO-2026-06-08-15-49-03.json,PHOTO-2026-06-08-15-49-03.jpg,photo-2026-06-08-15-49-03.jpg,9548,Lustre cristal,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-03.json / PHOTO-2026-06-08-15-49-03.jpg
PHOTO-2026-06-08-15-49-04 2.json,PHOTO-2026-06-08-15-49-04 2.jpg,photo-2026-06-08-15-49-04-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-04 4.json,PHOTO-2026-06-08-15-49-04 4.jpg,photo-2026-06-08-15-49-04-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-04 4.json,PHOTO-2026-06-08-15-49-04 4.jpg,photo-2026-06-08-15-49-04-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-04 4.json,PHOTO-2026-06-08-15-49-04 4.jpg,photo-2026-06-08-15-49-04-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-04 4.json,PHOTO-2026-06-08-15-49-04 4.jpg,photo-2026-06-08-15-49-04-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-04 5.json,PHOTO-2026-06-08-15-49-04 5.jpg,photo-2026-06-08-15-49-04-5.jpg,55161,,name,Nom du produit absent.
PHOTO-2026-06-08-15-49-04.json,PHOTO-2026-06-08-15-49-04.jpg,photo-2026-06-08-15-49-04.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-05 3.json,PHOTO-2026-06-08-15-49-05 3.jpg,photo-2026-06-08-15-49-05-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-05.json,PHOTO-2026-06-08-15-49-05.jpg,photo-2026-06-08-15-49-05.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-06 2.json,PHOTO-2026-06-08-15-49-06 2.jpg,photo-2026-06-08-15-49-06-2.jpg,12065,Suspension LED moderne en cylindre doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-06 2.json / PHOTO-2026-06-08-15-49-06 2.jpg
PHOTO-2026-06-08-15-49-06 2.json,PHOTO-2026-06-08-15-49-06 2.jpg,photo-2026-06-08-15-49-06-2.jpg,12065,Suspension LED moderne en cylindre doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-06 2.json / PHOTO-2026-06-08-15-49-06 2.jpg
PHOTO-2026-06-08-15-49-06 3.json,PHOTO-2026-06-08-15-49-06 3.jpg,photo-2026-06-08-15-49-06-3.jpg,12197,Lustre suspendu futuriste avec design moderne,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-06 3.json / PHOTO-2026-06-08-15-49-06 3.jpg
PHOTO-2026-06-08-15-49-06 3.json,PHOTO-2026-06-08-15-49-06 3.jpg,photo-2026-06-08-15-49-06-3.jpg,12197,Lustre suspendu futuriste avec design moderne,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-06 3.json / PHOTO-2026-06-08-15-49-06 3.jpg
PHOTO-2026-06-08-15-49-06.json,PHOTO-2026-06-08-15-49-06.jpg,photo-2026-06-08-15-49-06.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-07 2.json,PHOTO-2026-06-08-15-49-07 2.jpg,photo-2026-06-08-15-49-07-2.jpg,,Suspension à globes rouges et blancs,reference,Référence absente.
PHOTO-2026-06-08-15-49-08.json,PHOTO-2026-06-08-15-49-08.jpg,photo-2026-06-08-15-49-08.jpg,,Lustre suspendu moderne à sphères en noir et blanc,reference,Référence absente.
PHOTO-2026-06-08-15-49-08.json,PHOTO-2026-06-08-15-49-08.jpg,photo-2026-06-08-15-49-08.jpg,,Lustre contemporain avec éléments dorés,reference,Référence absente.
PHOTO-2026-06-08-15-49-09 4.json,PHOTO-2026-06-08-15-49-09 4.jpg,photo-2026-06-08-15-49-09-4.jpg,12373,Lampadaire LED tendance,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-02.json / PHOTO-2026-06-08-15-49-02.jpg
PHOTO-2026-06-08-15-49-09.json,PHOTO-2026-06-08-15-49-09.jpg,photo-2026-06-08-15-49-09.jpg,,Lustre suspendu en LED doré à motif hexagonal blanc,reference,Référence absente.
PHOTO-2026-06-08-15-49-10 2.json,PHOTO-2026-06-08-15-49-10 2.jpg,photo-2026-06-08-15-49-10-2.jpg,3381/40,Lustre en cristal argenté à éléments suspendus,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-10 2.json / PHOTO-2026-06-08-15-49-10 2.jpg
PHOTO-2026-06-08-15-49-10 3.json,PHOTO-2026-06-08-15-49-10 3.jpg,photo-2026-06-08-15-49-10-3.jpg,95540,Lustre en cristal argenté à forme classique,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-10 3.json / PHOTO-2026-06-08-15-49-10 3.jpg
PHOTO-2026-06-08-15-49-10 4.json,PHOTO-2026-06-08-15-49-10 4.jpg,photo-2026-06-08-15-49-10-4.jpg,6689,Lustre en cristal doré,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-10 4.json / PHOTO-2026-06-08-15-49-10 4.jpg
PHOTO-2026-06-08-15-49-11 3.json,PHOTO-2026-06-08-15-49-11 3.jpg,photo-2026-06-08-15-49-11-3.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-11.json,PHOTO-2026-06-08-15-49-11.jpg,photo-2026-06-08-15-49-11.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-12 2.json,PHOTO-2026-06-08-15-49-12 2.jpg,photo-2026-06-08-15-49-12-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-12 3.json,PHOTO-2026-06-08-15-49-12 3.jpg,photo-2026-06-08-15-49-12-3.jpg,3013,Lustre suspendu globes en verre opale,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-07 2.json / PHOTO-2026-06-08-15-49-07 2.jpg
PHOTO-2026-06-08-15-49-12 4.json,PHOTO-2026-06-08-15-49-12 4.jpg,photo-2026-06-08-15-49-12-4.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-12.json,PHOTO-2026-06-08-15-49-12.jpg,photo-2026-06-08-15-49-12.jpg,,Lustre suspendu en cristal au design contemporain,reference,Référence absente.
PHOTO-2026-06-08-15-49-12.json,PHOTO-2026-06-08-15-49-12.jpg,photo-2026-06-08-15-49-12.jpg,,Lustre suspendu en cristal au design contemporain,reference,Référence absente.
PHOTO-2026-06-08-15-49-13 2.json,PHOTO-2026-06-08-15-49-13 2.jpg,photo-2026-06-08-15-49-13-2.jpg,,,reference,Référence absente.
PHOTO-2026-06-08-15-49-14 4.json,PHOTO-2026-06-08-15-49-14 4.jpg,photo-2026-06-08-15-49-14-4.jpg,55161,,name,Nom du produit absent.
PHOTO-2026-06-08-15-49-14.json,PHOTO-2026-06-08-15-49-14.jpg,photo-2026-06-08-15-49-14.jpg,D9865/6L,Lustre suspendu en verre texturé,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-14.json / PHOTO-2026-06-08-15-49-14.jpg
PHOTO-2026-06-08-15-49-14.json,PHOTO-2026-06-08-15-49-14.jpg,photo-2026-06-08-15-49-14.jpg,,,warning,Aucune zone de prix ou de logo détectée en dehors des régions délimitées.
PHOTO-2026-06-08-15-49-15 2.json,PHOTO-2026-06-08-15-49-15 2.jpg,photo-2026-06-08-15-49-15-2.jpg,,Lustre suspendu design coloré,reference,Référence absente.
PHOTO-2026-06-08-15-49-15 3.json,PHOTO-2026-06-08-15-49-15 3.jpg,photo-2026-06-08-15-49-15-3.jpg,12391,Lustre LED moderne à disques métalliques,reference,Référence dupliquée. Première occurrence : PHOTO-2026-06-08-15-49-07 4.json / PHOTO-2026-06-08-15-49-07 4.jpg
PHOTO-2026-06-08-15-49-16 2.json,PHOTO-2026-06-08-15-49-16 2.jpg,photo-2026-06-08-15-49-16-2.jpg,55161,,name,Nom du produit absent.
